country,country/region,select_investors,company_link,img_src,company,valuation_currency,valuation,funding,company_cleaned
United States,North America,General Atlantic,https://www.crunchbase.com/organization/incode-technologies,https://images.crunchbase.com/image/upload/t_cb-default-original/xqnl6eth0rjlbmmanwnq,Incode Technologies,B,1,257,INCODE TECHNOLOGIES
United States,North America,SoftBank,https://www.crunchbase.com/organization/incode-technologies,https://images.crunchbase.com/image/upload/t_cb-default-original/xqnl6eth0rjlbmmanwnq,Incode Technologies,B,1,257,INCODE TECHNOLOGIES
United States,North America,Andreessen Horowitz,https://www.crunchbase.com/organization/tackle-io,https://images.crunchbase.com/image/upload/t_cb-default-original/x6qwd6pxmf3dgfmkuyh7,Tackle,B,1,148,TACKLE
United States,North America,Coatue,https://www.crunchbase.com/organization/tackle-io,https://images.crunchbase.com/image/upload/t_cb-default-original/x6qwd6pxmf3dgfmkuyh7,Tackle,B,1,148,TACKLE
United States,North America,Proxima Media,https://www.crunchbase.com/organization/triller,https://images.crunchbase.com/image/upload/t_cb-default-original/z3z3yf5l5jjx9ahz3i2m,Triller,B,1,333,TRILLER
China,Asia,Tencent,https://www.crunchbase.com/organization/kuaikan-manhua,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Kuaikan Manhua,B,1,594,KUAIKAN MANHUA
United States,North America,StepStone Group,https://www.crunchbase.com/organization/sidewalk-infrastructure-partners,https://images.crunchbase.com/image/upload/t_cb-default-original/cvjbn5ai0wmaggry7g02,Sidewalk Infrastructure Partners,B,1,800,SIDEWALK INFRASTRUCTURE PARTNERS
United Kingdom,Europe,Investec,https://www.crunchbase.com/organization/marshmallow,https://images.crunchbase.com/image/upload/t_cb-default-original/d18r19zupovl0qbgfhwi,Marshmallow,B,1,116,MARSHMALLOW
United Kingdom,Europe,Passion Capital,https://www.crunchbase.com/organization/marshmallow,https://images.crunchbase.com/image/upload/t_cb-default-original/d18r19zupovl0qbgfhwi,Marshmallow,B,1,116,MARSHMALLOW
United States,North America,Alameda Research,https://www.crunchbase.com/organization/chipper-cash,https://images.crunchbase.com/image/upload/t_cb-default-original/t8pqryx5teouhid5iltr,Chipper Cash,B,1,337,CHIPPER CASH
United States,North America,Salesforce Ventures,https://www.crunchbase.com/organization/together-1a7e,https://images.crunchbase.com/image/upload/t_cb-default-original/pgexmaaspfjz1xaqfluc,Together AI,B,1,229,TOGETHER AI
United States,North America,Baillie Gifford,https://www.crunchbase.com/organization/honor-2,https://images.crunchbase.com/image/upload/t_cb-default-original/l4yrmwsjrpabqbf2gfey,Honor,B,1,325,HONOR
United States,North America,Accel,https://www.crunchbase.com/organization/captivateiq,https://images.crunchbase.com/image/upload/t_cb-default-original/pizb7hxntnoopftsmfxu,CaptivateIQ,B,1,165,CAPTIVATEIQ
United States,North America,ICONIQ Growth,https://www.crunchbase.com/organization/captivateiq,https://images.crunchbase.com/image/upload/t_cb-default-original/pizb7hxntnoopftsmfxu,CaptivateIQ,B,1,165,CAPTIVATEIQ
United States,North America,G Squared,https://www.crunchbase.com/organization/airslate,https://images.crunchbase.com/image/upload/t_cb-default-original/v8dojdi0e5nz3rfjl5xm,airSlate,B,1,132,AIRSLATE
United States,North America,General Catalyst,https://www.crunchbase.com/organization/exafunction,https://images.crunchbase.com/image/upload/t_cb-default-original/tgc6xmzkcfepnd4c2cae,Codeium,B,1,243,CODEIUM
United States,North America,Accel,https://www.crunchbase.com/organization/seatgeek,https://images.crunchbase.com/image/upload/t_cb-default-original/hk22tgxkgjyyz9y3orun,SeatGeek,B,1,400,SEATGEEK
China,Asia,Wanda E-Commerce,https://www.crunchbase.com/organization/etcp,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",ETCP,B,1,280,ETCP
United States,North America,Insight Partners,https://www.crunchbase.com/organization/indriver,https://images.crunchbase.com/image/upload/t_cb-default-original/nxd2el6buqjhqmkqn0ut,inDrive,B,1,237,INDRIVE
China,Asia,,https://www.crunchbase.com/organization/shanghai-microport-cardioflow-medtech,https://images.crunchbase.com/image/upload/t_cb-default-original/iil5wqpmljrxqaqr5wbz,MicroPort CardioFlow,B,1,130,MICROPORT CARDIOFLOW
India,Asia,McKinsey & Company,https://www.crunchbase.com/organization/shiprocket,https://images.crunchbase.com/image/upload/t_cb-default-original/pipviohg7lefb0wbwuqi,Shiprocket,B,1,399,SHIPROCKET
United Kingdom,Europe,General Atlantic,https://www.crunchbase.com/organization/gymshark,https://images.crunchbase.com/image/upload/t_cb-default-original/e2qhqhowpc3i3lhliq4f,Gymshark,B,1,245,GYMSHARK
Japan,Asia,The Carlyle Group,https://www.crunchbase.com/organization/spiber,https://images.crunchbase.com/image/upload/t_cb-default-original/lcao0ekz58ul3xk6tcbx,Spiber,B,1,585,SPIBER
United States,North America,Maria Sharapova,https://www.crunchbase.com/organization/publicdotcom,https://images.crunchbase.com/image/upload/t_cb-default-original/httrwjcuxry97mcvwei8,Public,B,1,309,PUBLIC
Japan,Asia,SK Group,https://www.crunchbase.com/organization/tbm,https://images.crunchbase.com/image/upload/t_cb-default-original/u0bzf4fpxwxloyw2eog7,TBM,B,1,181,TBM
United Kingdom,Europe,Raine Ventures,https://www.crunchbase.com/organization/castore,https://images.crunchbase.com/image/upload/t_cb-default-original/eh9aboy52htq0xyoz4jz,Castore,B,1,188,CASTORE
India,Asia,Accel,https://www.crunchbase.com/organization/money-view,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Moneyview,B,1,188,MONEYVIEW
Japan,Asia,Miura Co,https://www.crunchbase.com/organization/clean-planet,https://images.crunchbase.com/image/upload/t_cb-default-original/2896894322b78673942b,Clean Planet,B,1,9,CLEAN PLANET
Ireland,Europe,Atlas Venture,https://www.crunchbase.com/organization/globoforce,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Workhuman,B,1,9,WORKHUMAN
United States,North America,Craft Ventures,https://www.crunchbase.com/organization/agentsync,https://images.crunchbase.com/image/upload/t_cb-default-original/qvvlnijcgdkhq4g00l0o,AgentSync,B,1,161,AGENTSYNC
United States,North America,Valor Ventures,https://www.crunchbase.com/organization/agentsync,https://images.crunchbase.com/image/upload/t_cb-default-original/qvvlnijcgdkhq4g00l0o,AgentSync,B,1,161,AGENTSYNC
China,Asia,N5Capital,https://www.crunchbase.com/organization/flashex,https://images.crunchbase.com/image/upload/t_cb-default-original/up47knlqug9lw1rdz0sz,FlashEX,B,1,339,FLASHEX
China,Asia,Shihaisong Capital,https://www.crunchbase.com/organization/flashex,https://images.crunchbase.com/image/upload/t_cb-default-original/up47knlqug9lw1rdz0sz,FlashEX,B,1,339,FLASHEX
United States,North America,CIBC Innovation Banking,https://www.crunchbase.com/organization/viz,https://images.crunchbase.com/image/upload/t_cb-default-original/xfpzeg4g9trjxamcwhdp,Viz,B,1,292,VIZ
India,Asia,Alpha Wave Global,https://www.crunchbase.com/organization/mensa-brands,https://images.crunchbase.com/image/upload/t_cb-default-original/bjra8irza78mbsi1hwl7,Mensa Brands,B,1,218,MENSA BRANDS
United States,North America,ICONIQ Growth,https://www.crunchbase.com/organization/gem-software,https://images.crunchbase.com/image/upload/t_cb-default-original/tchj3yemsffbnggb3ze5,Gem,B,1,148,GEM
United States,North America,Insight Partners,https://www.crunchbase.com/organization/copado,https://images.crunchbase.com/image/upload/t_cb-default-original/tcxj8zcyoacn908i14z2,Copado,B,1,271,COPADO
United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/mindtickle,https://images.crunchbase.com/image/upload/t_cb-default-original/ltlvczmrruy8h8virsxd,MindTickle,B,1,281,MINDTICKLE
Germany,Europe,G Squared,https://www.crunchbase.com/organization/choco,https://images.crunchbase.com/image/upload/t_cb-default-original/lics0xwmlorzt1mmhjme,Choco,B,1,336,CHOCO
Canada,North America,Spark Capital,https://www.crunchbase.com/organization/ada-support,https://images.crunchbase.com/image/upload/t_cb-default-original/r8962xh2b2grzpdgqqrk,Ada,B,1,191,ADA
India,Asia,LeapFrog Investments,https://www.crunchbase.com/organization/cardekho,https://images.crunchbase.com/image/upload/t_cb-default-original/r4uprn22djkgiqrutmxw,CarDekho,B,1,448,CARDEKHO
Germany,Europe,Ardian,https://www.crunchbase.com/organization/berlin-brands-group,https://images.crunchbase.com/image/upload/t_cb-default-original/jlvco9dl9zynys1yr8sx,Berlin Brands Group,B,1,800,BERLIN BRANDS GROUP
United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/seekout,https://images.crunchbase.com/image/upload/t_cb-default-original/rej1jtuicmkuao2jezz3,SeekOut,B,1,189,SEEKOUT
United States,North America,BlackRock Private Equity Partners,https://www.crunchbase.com/organization/qumulo,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Qumulo,B,1,347,QUMULO
United States,North America,Paradigm,https://www.crunchbase.com/organization/phantom-3171,https://images.crunchbase.com/image/upload/t_cb-default-original/siy8dlrelowk0u8vxopr,Phantom,B,1,118,PHANTOM
United States,North America,Lightspeed Venture Partners,https://www.crunchbase.com/organization/offchain-labs,https://images.crunchbase.com/image/upload/t_cb-default-original/gylwe71nbcoijquvbums,Offchain Labs,B,1,124,OFFCHAIN LABS
United States,North America,TVM Capital Healthcare,https://www.crunchbase.com/organization/human-longevity,https://images.crunchbase.com/image/upload/t_cb-default-original/xdix605kfppjm0g0ba0c,Human Longevity,B,1,370,HUMAN LONGEVITY
Singapore,Asia,Binance Labs,https://www.crunchbase.com/organization/multichain-4b4f,https://images.crunchbase.com/image/upload/t_cb-default-original/k7kd5njgi5lbpjhypbxb,Multichain,B,1,60,MULTICHAIN
China,Asia,Hong Kong Investment Corporation Limited,https://www.crunchbase.com/organization/smartmore-technology,https://images.crunchbase.com/image/upload/t_cb-default-original/x0td39otosvpukxn3rwm,SmartMore Corporation Limited,B,1,300,SMARTMORE CORPORATION LIMITED
China,Asia,Affirma Capital,https://www.crunchbase.com/organization/dianrong,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Dianrong,B,1,549,DIANRONG
China,Asia,Standard Chartered Private Equity,https://www.crunchbase.com/organization/dianrong,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Dianrong,B,1,549,DIANRONG
United States,North America,UBS,https://www.crunchbase.com/organization/bigpanda,https://images.crunchbase.com/image/upload/t_cb-default-original/sclv0mcrauyxs7zec5vo,BigPanda,B,1,311,BIGPANDA
United States,North America,Wells Fargo Strategic Capital,https://www.crunchbase.com/organization/bigpanda,https://images.crunchbase.com/image/upload/t_cb-default-original/sclv0mcrauyxs7zec5vo,BigPanda,B,1,311,BIGPANDA
China,Asia,China Bridge Capital,https://www.crunchbase.com/organization/icarbonx,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",iCarbonX,B,1,200,ICARBONX
United States,North America,Georgian,https://www.crunchbase.com/organization/tealium,https://images.crunchbase.com/image/upload/t_cb-default-original/izfg8bu4vufyijzuydjz,Tealium,B,1,264,TEALIUM
United States,North America,Silver Lake Waterman,https://www.crunchbase.com/organization/tealium,https://images.crunchbase.com/image/upload/t_cb-default-original/izfg8bu4vufyijzuydjz,Tealium,B,1,264,TEALIUM
Israel,Asia,Gil Agmon,https://www.crunchbase.com/organization/hailo-technologies,https://images.crunchbase.com/image/upload/t_cb-default-original/fxo0808zdeuk91znhu0x,Hailo,B,1,341,HAILO
Israel,Asia,Poalim Equity,https://www.crunchbase.com/organization/hailo-technologies,https://images.crunchbase.com/image/upload/t_cb-default-original/fxo0808zdeuk91znhu0x,Hailo,B,1,341,HAILO
United States,North America,Silver Lake Waterman,https://www.crunchbase.com/organization/oyster-3150,https://images.crunchbase.com/image/upload/t_cb-default-original/ubczcbwrduftveiwef6z,Oyster,B,1,283,OYSTER
United States,North America,Insight Partners,https://www.crunchbase.com/organization/unit,https://images.crunchbase.com/image/upload/t_cb-default-original/cmdlh1skz0yzhv9voxxw,Unit,B,1,170,UNIT
Mexico,North America,BAI capital,https://www.crunchbase.com/organization/powerup-technology,https://images.crunchbase.com/image/upload/t_cb-default-original/rvrdptvhrvz0pfwiqm8t,Stori,B,1,330,STORI
Mexico,North America,Notable Capital,https://www.crunchbase.com/organization/powerup-technology,https://images.crunchbase.com/image/upload/t_cb-default-original/rvrdptvhrvz0pfwiqm8t,Stori,B,1,330,STORI
United States,North America,Fifth Wall,https://www.crunchbase.com/organization/our-next-energy,https://images.crunchbase.com/image/upload/t_cb-default-original/pw5ursdoaamdyl48uh5n,Our Next Energy,B,1,390,OUR NEXT ENERGY
United States,North America,Franklin Templeton,https://www.crunchbase.com/organization/our-next-energy,https://images.crunchbase.com/image/upload/t_cb-default-original/pw5ursdoaamdyl48uh5n,Our Next Energy,B,1,390,OUR NEXT ENERGY
United States,North America,Legacy Knight,https://www.crunchbase.com/organization/cart-com,https://images.crunchbase.com/image/upload/t_cb-default-original/b8whdeqrl79w8i43w9sj,Cart.com,B,1,554,CART.COM
Germany,Europe,L Catterton,https://www.crunchbase.com/organization/egym,https://images.crunchbase.com/image/upload/t_cb-default-original/gstk6kcjemgbgepzlrpn,EGYM,B,1,580,EGYM
Germany,Europe,Meritech Capital Partners,https://www.crunchbase.com/organization/egym,https://images.crunchbase.com/image/upload/t_cb-default-original/gstk6kcjemgbgepzlrpn,EGYM,B,1,580,EGYM
India,Asia,SRAM & MRAM,https://www.crunchbase.com/organization/zyber-365,https://images.crunchbase.com/image/upload/t_cb-default-original/penupujnxubu6we9p2cr,ZYBER 365,B,1,100,ZYBER 365
United States,North America,Google Ventures,https://www.crunchbase.com/organization/lightmatter-inc,https://images.crunchbase.com/image/upload/t_cb-default-original/hoyteerwsh5f5m6q5gnx,Lightmatter,B,1,422,LIGHTMATTER
United States,North America,Viking Global Investors,https://www.crunchbase.com/organization/lightmatter-inc,https://images.crunchbase.com/image/upload/t_cb-default-original/hoyteerwsh5f5m6q5gnx,Lightmatter,B,1,422,LIGHTMATTER
Hong Kong,Asia,OKX Ventures,https://www.crunchbase.com/organization/hashkey-group-1c71,https://images.crunchbase.com/image/upload/t_cb-default-original/sbt5zj8mjvlzxwg0nikl,HashKey Group,B,1,100,HASHKEY GROUP
United States,North America,TCV,https://www.crunchbase.com/organization/vectra-networks,https://images.crunchbase.com/image/upload/t_cb-default-original/a4xhf3b8etwctxlblacv,Vectra Networks,B,1,353,VECTRA NETWORKS
Mexico,North America,Advent International,https://www.crunchbase.com/organization/merama,https://images.crunchbase.com/image/upload/t_cb-default-original/st4lmw4g9tk7buqzxzxb,Merama,B,1,345,MERAMA
Mexico,North America,SoftBank,https://www.crunchbase.com/organization/merama,https://images.crunchbase.com/image/upload/t_cb-default-original/st4lmw4g9tk7buqzxzxb,Merama,B,1,345,MERAMA
United States,North America,IMM Investment,https://www.crunchbase.com/organization/iyuno-media-group,https://images.crunchbase.com/image/upload/t_cb-default-original/bssgvgyye13gd9scjov9,Iyuno-SDI,B,1,184,IYUNO-SDI
United States,North America,The Rise Fund,https://www.crunchbase.com/organization/form-energy,https://images.crunchbase.com/image/upload/t_cb-default-original/hcpgowsbw6dh328twlkr,Form Energy,B,1,815,FORM ENERGY
United States,North America,TPG Rise Climate Fund,https://www.crunchbase.com/organization/form-energy,https://images.crunchbase.com/image/upload/t_cb-default-original/hcpgowsbw6dh328twlkr,Form Energy,B,1,815,FORM ENERGY
India,Asia,Qualcomm Ventures,https://www.crunchbase.com/organization/boat,https://images.crunchbase.com/image/upload/t_cb-default-original/yjssmoboxnqggcxgt1qk,boAt,B,1,108,BOAT
China,Asia,Hezhi Investment,https://www.crunchbase.com/organization/qiandama,https://images.crunchbase.com/image/upload/t_cb-default-original/p7ulsg5czikloguxjwei,Qdama,B,1,142,QDAMA
United States,North America,Sapphire Ventures,https://www.crunchbase.com/organization/creatioglobal,https://images.crunchbase.com/image/upload/t_cb-default-original/aael6yjggzu4qajz01uf,Creatio,B,1,268,CREATIO
United States,North America,Andreessen Horowitz,https://www.crunchbase.com/organization/helium-systems-inc,https://images.crunchbase.com/image/upload/t_cb-default-original/ghu2vqipuhjaoxvteqxq,Helium,B,1,365,HELIUM
United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/helium-systems-inc,https://images.crunchbase.com/image/upload/t_cb-default-original/ghu2vqipuhjaoxvteqxq,Helium,B,1,365,HELIUM
India,Asia,Kohlberg Kravis Roberts,https://www.crunchbase.com/organization/livspace,https://images.crunchbase.com/image/upload/t_cb-default-original/mqotwv8bmej0jyrzibj0,Livspace,B,1,427,LIVSPACE
India,Asia,rapper Badshah,https://www.crunchbase.com/organization/droom,https://images.crunchbase.com/image/upload/t_cb-default-original/qasyxhjaupob1jjgjxcj,Droom,B,1,333,DROOM
China,Asia,China Integrated Circuit Industry Investment Fund (CICF),https://www.crunchbase.com/organization/chongqing-xinlian-microelectronics,https://images.crunchbase.com/image/upload/t_cb-default-original/952936e27859455f97647d6d6f264681,XLMEC,B,1,1,XLMEC
